"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","com.1","com.2","v.c1_s","p.c1_s","i.c1_s","u.c1_s","a.c1_s","att_s","z","q_s","q_s_DO","v.c1_t","p.c1_t","i.c1_t","u.c1_t","a.c1_t","att_t","q_t","q_t_DO","v.m1_s","p.m1_s","i.m1_s","u.m1_s","a.m1_s","att_s.1","v.m1_t","p.m1_t","i.m1_t","u.m1_t","a.m1_t","att_t.1","FL_14_DO","FL_109_DO","FL_110_DO","casevienna_DO","casetech.pizza_DO","messagevienna_DO","messagetech.pizza_DO"
"5/13/2024 8:16","5/13/2024 8:19","0","100","216","1","5/13/2024 8:19","","","","","anonymous","EN","1",229,"7","1","","","","","","","improving the simplicity and speed of delivering a product or service can be more rewarding than solely concentrating on enhancing the product","","","","","","","","","1","0|1|0","","","","","","","5","4","4","6","5","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|p.m1_t|i.m1_t|att_t|a.m1_t|v.m1_t"
"5/13/2024 8:18","5/13/2024 8:19","0","100","60","1","5/13/2024 8:19","","","","","anonymous","EN","1",230,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:15","5/13/2024 8:19","0","100","248","1","5/13/2024 8:19","","","","","anonymous","EN","1",231,"7","1","","","","","","","I learnt the way that failing various businesses can increase sales and revenue in different ways","","","5","4","5","6","2","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|u.c1_t|v.c1_t|i.c1_t|p.c1_t|a.c1_t|att_t","",""
"5/13/2024 8:18","5/13/2024 8:19","0","100","101","1","5/13/2024 8:20","","","","","anonymous","EN","1",232,"7","1","","","","","","","very famous example ","","","7","5","5","6","4","4","0","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|p.c1_t|v.c1_t|a.c1_t|u.c1_t|att_t","",""
"5/13/2024 8:17","5/13/2024 8:20","0","100","177","1","5/13/2024 8:20","","","","","anonymous","EN","1",233,"7","1","","","","","","","I learned that in order to make a new argument or present some kind of new information to an audience, it must be supported by some kind of underlying theory or information in order for someone to be more likely to consider and accept it as factual information to be used in everyday life.","1","0|1|0","","","","","","","","","5","5","4","4","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|p.m1_s|att_s|a.m1_s|i.m1_s|u.m1_s|v.m1_s",""
"5/13/2024 8:16","5/13/2024 8:20","0","100","243","1","5/13/2024 8:20","","","","","anonymous","EN","1",234,"7","1","","","","","","","I read an article on Domino's pizza which faced a recession due to the quality of their pizza. Rather than focusing on the problem they tried a different approach which put more power in the hands of the consumer which ultimately led to a rise in their stock price. ","","","6","6","6","5","6","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|v.c1_t|a.c1_t|att_t|p.c1_t|i.c1_t|u.c1_t","",""
"5/13/2024 8:12","5/13/2024 8:20","0","100","457","1","5/13/2024 8:20","","","","","anonymous","EN","1",235,"7","1","","","","","","","As it was said, you don`t need to improve the product it helps, if you improve the delivery. A little example would help to gain more insight.","","","","","","","","","1","0|1|0","","","","","","","5","6","5","4","4","4","FL_107","","FL_85","","","","Q288|att_f|v.m1_t|u.m1_t|a.m1_t|att_t|p.m1_t|i.m1_t"
"5/13/2024 8:17","5/13/2024 8:20","0","100","170","1","5/13/2024 8:20","","","","","anonymous","EN","1",236,"7","1","","","","","","","I wouldn't really say I learned much other than a short, well-summarised way of expressing a point of view. Although, I would say I tend to agree with that point of view.","1","0|0|1","","","","","","","","","3","1","4","3","2","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|att_s|v.m1_s|a.m1_s|u.m1_s|p.m1_s",""
"5/13/2024 8:12","5/13/2024 8:20","0","100","433","1","5/13/2024 8:20","","","","","anonymous","EN","1",237,"7","1","","","","","","","The lesson was to give me a different perspective on how to do things, usually think of the product but lesson here was to also consider time","","","","","","","","","1","0|1|0","","","","","","","3","5","5","3","3","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|p.m1_t|att_t|u.m1_t|a.m1_t|v.m1_t"
"5/13/2024 8:17","5/13/2024 8:20","0","100","136","1","5/13/2024 8:20","","","","","anonymous","EN","1",238,"7","1","5","5","5","4","6","4","Importance of washing hands especially in hospitals etc ","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|i.c1_s|att_s|u.c1_s|v.c1_s|p.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:20","0","100","358","1","5/13/2024 8:20","","","","","anonymous","EN","1",239,"7","1","7","6","4","7","7","4","The main point that washing hands is really important, especially in the medical field. Germs spread when people don't wash their hands and in 1873 is I remember correctly it was quiet evident and had a huge imapct on childbirth. No one beleive the doctor who moticed this until much later on when a study by scients was sone on the speaking of germs.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|i.c1_s|p.c1_s|a.c1_s|att_s|v.c1_s","","",""
"5/13/2024 8:13","5/13/2024 8:20","0","100","426","1","5/13/2024 8:20","","","","","anonymous","EN","1",240,"7","1","2","2","2","2","2","4","Before germ theory was researched, doctors did not wash their hands at work, leading to many medical errors.","1","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|v.c1_s|att_s|u.c1_s|p.c1_s|a.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:20","0","100","188","1","5/13/2024 8:20","","","","","anonymous","EN","1",241,"7","1","6","7","7","6","6","4","the lesson made it clear for me that if you have an intuition about some problem and follow up with proof of your theory, you have to believe in your conclusion even when nobody else does, since everyone is retarded. ","1","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|att_s|v.c1_s|u.c1_s|i.c1_s|a.c1_s","","",""
"5/13/2024 8:16","5/13/2024 8:20","0","100","237","1","5/13/2024 8:20","","","","","anonymous","EN","1",242,"7","1","","","","","","","that you can have proof in the world but people will need more","1","0|0|1","","","","","","","","","6","6","5","6","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|att_s|u.m1_s|p.m1_s|v.m1_s|a.m1_s",""
"5/13/2024 8:14","5/13/2024 8:20","0","100","381","1","5/13/2024 8:20","","","","","anonymous","EN","1",243,"7","1","","","","","","","Producing a product simply and quickly is more valuable than imporving a product.","","","","","","","","","1","0|0|1","","","","","","","2","2","2","2","2","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|i.m1_t|p.m1_t|v.m1_t|att_t|a.m1_t"
"5/13/2024 8:16","5/13/2024 8:20","0","100","217","1","5/13/2024 8:20","","","","","anonymous","EN","1",244,"7","1","","","","","","","I learned that Domino's focused not on quality but on optimization of the commercial process. This mean's instead of bettering their pizza's, they improved their acessibility, which in turn positively affected their sales.","","","2","5","3","5","2","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|att_t|u.c1_t|a.c1_t|v.c1_t|p.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:20","0","100","257","1","5/13/2024 8:20","","","","","anonymous","EN","1",245,"7","1","","","","","","","That people are hard to convince","1","0|0|1","","","","","","","","","4","3","3","4","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|p.m1_s|att_s|i.m1_s|u.m1_s|a.m1_s|v.m1_s",""
"5/13/2024 8:14","5/13/2024 8:20","0","100","351","1","5/13/2024 8:20","","","","","anonymous","EN","1",246,"7","1","","","","","","","It's a sentence, hardly a lesson and that sentence vaguely waves at what's likely a false economy of there being more money not in fixing / improving what you do but by tinkering with some ancillary detail around the edges.","","","","","","","","","1","0|1|0","","","","","","","1","1","1","1","1","4","FL_107","","FL_85","","","","Q288|att_f|att_t|v.m1_t|u.m1_t|a.m1_t|i.m1_t|p.m1_t"
"5/13/2024 8:13","5/13/2024 8:20","0","100","441","1","5/13/2024 8:20","","","","","anonymous","EN","1",247,"7","1","6","5","5","6","6","4","I learned that doctors didn't always wash their hands when assisting women in giving birth, it was only until the germ theory was introduced. ","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|v.c1_s|att_s|p.c1_s|u.c1_s|i.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:20","0","100","171","1","5/13/2024 8:20","","","","","anonymous","EN","1",248,"7","1","","","","","","","Proof alone is never enough","1","0|0|1","","","","","","","","","6","1","5","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|i.m1_s|v.m1_s|att_s|a.m1_s|p.m1_s",""
"5/13/2024 8:14","5/13/2024 8:20","0","100","346","1","5/13/2024 8:20","","","","","anonymous","EN","1",249,"7","1","7","7","7","7","7","4","That Semmelweis identified the cause of infant deaths was that doctors did not wash their hands, but regular and compulsory disinfection of hands was introduced only after a while, as no one listened to him.","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|a.c1_s|i.c1_s|att_s|v.c1_s|u.c1_s","","",""
"5/13/2024 8:16","5/13/2024 8:20","0","100","253","1","5/13/2024 8:20","","","","","anonymous","EN","1",250,"7","1","","","","","","","That sometimes even with all the evidence that one has provided there may be a perspective that would highlight the reasoning behind a given action. The theory pulls together the evidence to be able to apply it not only for one case but for others within the same topic","1","0|1|0","","","","","","","","","5","5","5","4","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|p.m1_s|att_s|i.m1_s|v.m1_s|a.m1_s",""
"5/13/2024 8:15","5/13/2024 8:20","0","100","283","1","5/13/2024 8:20","","","","","anonymous","EN","1",251,"7","1","4","6","5","3","4","4","Sometimes people won't listen to you and disregard your opinion. This is dangerous as it could be true and lead to problems/deaths that could of been avoided.","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|v.c1_s|att_s|i.c1_s|p.c1_s|u.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:20","0","100","393","1","5/13/2024 8:20","","","","","anonymous","EN","1",252,"7","1","5","5","6","6","4","4","Doctors wash their hands before surgery to remove any dirt, germs, or bacteria that could cause infections. This helps ensure a sterile environment and reduces the risk of complications for the patient.","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|p.c1_s|i.c1_s|att_s|v.c1_s|a.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:20","0","100","207","1","5/13/2024 8:20","","","","","anonymous","EN","1",253,"7","1","","","","","","","dominos raised their stock value without improving their food quality, instead they have allowed costumer to make modifications on their food","","","5","6","5","4","5","4","0","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|u.c1_t|a.c1_t|v.c1_t|p.c1_t|i.c1_t|att_t","",""
"5/13/2024 8:19","5/13/2024 8:20","0","100","80","1","5/13/2024 8:20","","","","","anonymous","EN","1",254,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:16","5/13/2024 8:20","0","100","267","1","5/13/2024 8:20","","","","","anonymous","EN","1",255,"7","1","7","6","6","6","7","4","I learnt that it is important for doctors to wash their hands before assisting patients to avoid spread of illnesses","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|p.c1_s|v.c1_s|i.c1_s|u.c1_s|att_s","","",""
"5/13/2024 8:17","5/13/2024 8:20","0","100","202","1","5/13/2024 8:20","","","","","anonymous","EN","1",256,"7","1","","","","","","","Speed output is more valuable than quality of product","","","","","","","","","0","1|0|0","","","","","","","3","3","3","3","3","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|u.m1_t|a.m1_t|att_t|v.m1_t|p.m1_t"
"5/13/2024 8:16","5/13/2024 8:20","0","100","265","1","5/13/2024 8:20","","","","","anonymous","EN","1",257,"7","1","","","","","","","I’m not very good at writing explanations","","","6","7","5","6","6","4","0","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|p.c1_t|i.c1_t|v.c1_t|a.c1_t|att_t|u.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:20","0","100","256","1","5/13/2024 8:20","","","","","anonymous","EN","1",258,"7","1","6","7","7","6","7","4","The washing of hands before handling new born children helps in preventing germs that are opportunistic to affect the fragile health of the young babes.","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|v.c1_s|p.c1_s|i.c1_s|a.c1_s|u.c1_s","","",""
"5/13/2024 8:20","5/13/2024 8:20","0","100","25","1","5/13/2024 8:20","","","","","anonymous","EN","1",259,"4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:13","5/13/2024 8:20","0","100","429","1","5/13/2024 8:20","","","","","anonymous","EN","1",260,"7","1","7","7","6","7","7","4","I learned how important it is to be mindful of germs around you. Whether from the environment, surfaces or people","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|p.c1_s|a.c1_s|v.c1_s|i.c1_s|att_s","","",""
"5/13/2024 8:17","5/13/2024 8:20","0","100","209","1","5/13/2024 8:20","","","","","anonymous","EN","1",261,"7","1","","","","","","","Some people will not believe the evidence iun front of them unless there is a theory attached as well ","1","0|0|1","","","","","","","","","3","2","3","3","3","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|p.m1_s|att_s|u.m1_s|i.m1_s|v.m1_s|a.m1_s",""
"5/13/2024 8:13","5/13/2024 8:20","0","100","444","1","5/13/2024 8:20","","","","","anonymous","EN","1",262,"7","1","","","","","","","the lesson talked about the important of delivery. It claims that simplicity and speed of delivery are more important than improving the product. That is false. The is a sure way to loose customers. It doesn't matter how quickly the product reaches the customer if the product is not of good quality","","","","","","","","","1","0|0|1","","","","","","","1","1","1","2","2","4","FL_107","","FL_85","","","","Q288|att_f|p.m1_t|a.m1_t|u.m1_t|att_t|i.m1_t|v.m1_t"
"5/13/2024 8:17","5/13/2024 8:21","0","100","234","1","5/13/2024 8:21","","","","","anonymous","EN","1",263,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:17","5/13/2024 8:21","0","100","194","1","5/13/2024 8:21","","","","","anonymous","EN","1",264,"7","1","","","","","","","In some cases, it is more desirable/better to improve the simplicity and speed of a product rather than the product itself ","","","","","","","","","1","0|0|1","","","","","","","4","5","3","3","5","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|p.m1_t|v.m1_t|u.m1_t|att_t|a.m1_t"
"5/13/2024 8:19","5/13/2024 8:21","0","100","117","1","5/13/2024 8:21","","","","","anonymous","EN","1",265,"7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:15","5/13/2024 8:21","0","100","354","1","5/13/2024 8:21","","","","","anonymous","EN","1",266,"7","1","","","","","","","I have learned about educational ethics that you need to bring more insight in order to convivence people you might be teaching or have facts in order for them to understand or to follow through . ","1","0|1|0","","","","","","","","","6","5","6","6","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|a.m1_s|i.m1_s|p.m1_s|att_s|u.m1_s|v.m1_s",""
"5/13/2024 8:15","5/13/2024 8:21","0","100","327","1","5/13/2024 8:21","","","","","anonymous","EN","1",267,"7","1","","","","","","","People often rely on underlying theories or frameworks to interpret evidence and make sense of the world around them. These theories can serve as cognitive shortcuts, helping individuals process information efficiently and make decisions. When presented with evidence that contradicts their existing beliefs or theories, individuals may be resistant to change because it disrupts their understanding of the world. In such situations, having a robust underlying theory that accommodates the new evidence can make it easier for people to accept and integrate new information into their worldview.","1","1|0|0","","","","","","","","","7","7","7","6","7","6","","","","","","","FL_107","","FL_53","","","Q258|Q259|att_s|a.m1_s|p.m1_s|u.m1_s|i.m1_s|v.m1_s",""
"5/13/2024 8:16","5/13/2024 8:21","0","100","274","1","5/13/2024 8:21","","","","","anonymous","EN","1",268,"7","1","","","","","","","I learned that even if you have a lot of solid, strong evidences for the topic of discussion, people will not really trust you unless you bring out a well established theory that supports your opinion.","1","1|0|0","","","","","","","","","5","3","4","3","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|a.m1_s|i.m1_s|v.m1_s|u.m1_s|p.m1_s|att_s",""
"5/13/2024 8:16","5/13/2024 8:21","0","100","271","1","5/13/2024 8:21","","","","","anonymous","EN","1",269,"7","1","","","","","","","Sometimes trying to fix things that are really only measured by the opinion of others might not actually yield favorable outcomes, but create more problems that could potentially lead to even more divisive opinions. Focus on creating an image of your brand that will prevail no matter how many bad reviews there are. Basically: if the customer experience is excellent, it doesn't matter what the quality of the actual product is.","","","4","5","5","4","5","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|u.c1_t|p.c1_t|i.c1_t|v.c1_t|a.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:21","0","100","286","1","5/13/2024 8:21","","","","","anonymous","EN","1",270,"7","1","5","5","5","5","5","4","It’s very important as a doctor to always wash your hands when dealing with patients as it can have an impact on whether they live or not","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|i.c1_s|p.c1_s|v.c1_s|u.c1_s|att_s","","",""
"5/13/2024 8:17","5/13/2024 8:21","0","100","221","1","5/13/2024 8:21","","","","","anonymous","EN","1",271,"7","1","","","","","","","How that the business capitalized on the add on they made and on customers' willingness to buy","","","5","5","5","5","4","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|p.c1_t|a.c1_t|v.c1_t|att_t|u.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:21","0","100","268","1","5/13/2024 8:21","","","","","anonymous","EN","1",272,"7","1","","","","","","","Domino's pizza focused on optimizing the quality of their services and focused on the customer experience ","","","5","5","5","4","4","4","1","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|u.c1_t|att_t|i.c1_t|p.c1_t|v.c1_t","",""
"5/13/2024 8:17","5/13/2024 8:21","0","100","260","1","5/13/2024 8:21","","","","","anonymous","EN","1",273,"7","1","","","","","","","The lesson was not accurate, I interpreted it as: the quality of the product does not matter, as long as the customers have received it timely.","","","","","","","","","0","0|0|1","","","","","","","1","2","3","3","2","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|p.m1_t|i.m1_t|att_t|a.m1_t|v.m1_t"
"5/13/2024 8:17","5/13/2024 8:21","0","100","218","1","5/13/2024 8:21","","","","","anonymous","EN","1",274,"7","1","7","4","7","7","7","4","I've learn an anecdote that made me consider how long it takes for a positive change to happen ","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|a.c1_s|v.c1_s|u.c1_s|i.c1_s|p.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:21","0","100","241","1","5/13/2024 8:21","","","","","anonymous","EN","1",275,"7","1","","","","","","","Dominoes embarked on a strategy to improve the demand and customer experience of their product without changing or improving the product itself. This allowed it to capture significant market share and value without significantly improving the marginal unit cost of the product being sold. The insight gained was that the customer experience around a product is as important as the product itself, and in situations where you don't want to cut into product margins, you can look to alternative avenues to improve customer value including convenience and efficiency.","","","4","3","5","5","5","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|a.c1_t|i.c1_t|u.c1_t|v.c1_t|p.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:21","0","100","319","1","5/13/2024 8:21","","","","","anonymous","EN","1",276,"7","1","","","","","","","What I learned is that during the Ression this pizza company allowed customers to personallise their pizza via their app.","","","4","5","4","6","5","4","0","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|u.c1_t|p.c1_t|att_t|a.c1_t|i.c1_t|v.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:21","0","100","503","1","5/13/2024 8:21","","","","","anonymous","EN","1",277,"7","1","3","5","4","4","3","4","we learned that washing hands for doctors when giving a birth lowers the chance of a baby dying, and that doctors in that era werent doing that, until someone made findings and experiments and only after many years from this findings and researches doctors started to wash their hands","1","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|u.c1_s|att_s|a.c1_s|v.c1_s|p.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:21","0","100","238","1","5/13/2024 8:21","","","","","anonymous","EN","1",278,"7","1","","","","","","","Ut's a statement which makes sense, and something not so obvious, so it might be a useful lesson if applicable.","1","0|1|0","","","","","","","","","5","3","4","5","3","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|v.m1_s|u.m1_s|p.m1_s|i.m1_s|a.m1_s|att_s",""
"5/13/2024 8:19","5/13/2024 8:21","0","100","134","1","5/13/2024 8:21","","","","","anonymous","EN","1",279,"7","1","","","","","","","That people always need to see the alternative side to confirm their opinions.","1","1|0|0","","","","","","","","","5","4","5","5","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|att_s|v.m1_s|i.m1_s|u.m1_s|p.m1_s|a.m1_s",""
"5/13/2024 8:16","5/13/2024 8:21","0","100","290","1","5/13/2024 8:21","","","","","anonymous","EN","1",280,"7","1","2","1","2","2","1","4","this lesson only taught me that in 1845, 3 times more people died in one hospital than in another because of not washing their hands.","1","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|v.c1_s|a.c1_s|i.c1_s|u.c1_s|att_s|p.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:21","0","100","248","1","5/13/2024 8:21","","","","","anonymous","EN","1",281,"7","1","2","2","5","4","5","4","i learnt about the adaptation of doctors washing hands. it was very interesting to note that doctor did not or barely washed hands in the past","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|att_s|u.c1_s|i.c1_s|p.c1_s|v.c1_s","","",""
"5/13/2024 8:12","5/13/2024 8:21","0","100","555","1","5/13/2024 8:21","","","","","anonymous","EN","1",282,"7","1","","","","","","","From the reading I learnt the importance of innovation and always working to improve your product to meet the needs of the advancing world. Technology is always advancing hence making use of will be profitable to your business.","","","3","5","5","4","6","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|u.c1_t|v.c1_t|i.c1_t|att_t|p.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:22","0","100","519","1","5/13/2024 8:22","","","","","anonymous","EN","1",283,"7","1","6","6","7","6","7","4","i learned that washing your hands is very important, of course i always knew this but finding out the impact of it and the number of deaths is quite alarming","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|i.c1_s|p.c1_s|v.c1_s|u.c1_s|att_s","","",""
"5/13/2024 8:19","5/13/2024 8:22","0","100","158","1","5/13/2024 8:22","","","","","anonymous","EN","1",284,"7","1","","","","","","","If we deliver a fast and easy delivery process to the customer, their perception about the product may improve, even though the product itself didn't improve.","","","","","","","","","0","1|0|0","","","","","","","5","4","4","4","5","5","FL_107","","FL_85","","","","Q288|att_f|att_t|v.m1_t|i.m1_t|a.m1_t|p.m1_t|u.m1_t"
"5/13/2024 8:17","5/13/2024 8:22","0","100","281","1","5/13/2024 8:22","","","","","anonymous","EN","1",285,"7","1","","","","","","","It gave me insight on speeding up processes in businesses by making everything simple ","","","","","","","","","1","0|0|1","","","","","","","6","7","5","6","7","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|i.m1_t|v.m1_t|a.m1_t|att_t|p.m1_t"
"5/13/2024 8:17","5/13/2024 8:22","0","100","282","1","5/13/2024 8:22","","","","","anonymous","EN","1",286,"7","1","","","","","","","The pizza shop dominos, was strugling  thus they introduction a new system were customers can order their favorite pizzas online via an app and they get delivered to their door.","","","6","7","7","6","7","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|v.c1_t|u.c1_t|p.c1_t|att_t|a.c1_t","",""
"5/13/2024 8:17","5/13/2024 8:22","0","100","270","1","5/13/2024 8:22","","","","","anonymous","EN","1",287,"7","1","","","","","","","I learned that as much as a product can be good or relate to a specific need, the importance of speedy easy delivery along with customer service the the key factors of a business these days and can make or break a business depending on price and speed of delivery.","","","","","","","","","1","0|0|1","","","","","","","7","7","7","7","7","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|p.m1_t|v.m1_t|i.m1_t|a.m1_t|att_t"
"5/13/2024 8:19","5/13/2024 8:22","0","100","173","1","5/13/2024 8:22","","","","","anonymous","EN","1",288,"7","1","","","","","","","I learned that sometimes the quality of the product being sold is not the sole determining factor with regards to the sale of that product. It is possible to increase sales by appealing to your target audience without modifying the product in question. ","","","5","5","6","5","4","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|p.c1_t|u.c1_t|att_t|a.c1_t|v.c1_t","",""
"5/13/2024 8:19","5/13/2024 8:22","0","100","181","1","5/13/2024 8:22","","","","","anonymous","EN","1",289,"7","1","","","","","","","I learned that even if you have a compelling argument for something, people often need an underlying theory to fully accept it as the truth. Evidence of something is not proof and it is difficult to discern between causation and correlation, for example. If you can back something up with a theory, it will always make the argument stronger and more compelling. ","1","0|1|0","","","","","","","","","3","2","3","3","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|a.m1_s|v.m1_s|att_s|i.m1_s|p.m1_s|u.m1_s",""
"5/13/2024 8:16","5/13/2024 8:22","0","100","353","1","5/13/2024 8:22","","","","","anonymous","EN","1",290,"7","1","","","","","","","During the Great Recession, Domino's Pizza faced both economic challenges and criticism over their pizza quality. Instead of just improving the recipe, they innovated their sales system, allowing customers to customize orders online. This move propelled their stock from $2.83 to $433.78 by 2020.","","","6","6","6","6","6","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|u.c1_t|v.c1_t|a.c1_t|p.c1_t|i.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:22","0","100","347","1","5/13/2024 8:22","","","","","anonymous","EN","1",291,"7","1","7","7","6","7","7","4","Washing hands is very important and to stop germs  from widespreading, I did not know than washing hands could actually be the cause of death, but it makes sense because from childbirth to another without washing hands is extremely untidy","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|v.c1_s|u.c1_s|i.c1_s|p.c1_s|a.c1_s","","",""
"5/13/2024 8:18","5/13/2024 8:22","0","100","221","1","5/13/2024 8:22","","","","","anonymous","EN","1",292,"7","1","4","4","5","4","4","5","The class talked about how in the past doctors did not wash their hands before and after surgery, which led to many deaths due to the lack of hygiene","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|i.c1_s|att_s|p.c1_s|a.c1_s|v.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:22","0","100","314","1","5/13/2024 8:22","","","","","anonymous","EN","1",293,"7","1","","","","","","","People don't really need an underlying theory to make up their mind. Often more than ever, the data provided is enough. I guess that's what we are able to then use to formulate ""new"" theories","0","1|0|0","","","","","","","","","4","3","5","5","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|i.m1_s|a.m1_s|v.m1_s|p.m1_s|att_s",""
