StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,com.1,com.2,v.c1_s,p.c1_s,i.c1_s,u.c1_s,a.c1_s,att_s,z,q_s,q_s_DO,v.c1_t,p.c1_t,i.c1_t,u.c1_t,a.c1_t,att_t,q_t,q_t_DO,v.m1_s,p.m1_s,i.m1_s,u.m1_s,a.m1_s,att_s,v.m1_t,p.m1_t,i.m1_t,u.m1_t,a.m1_t,att_t,FL_14_DO,FL_109_DO,FL_110_DO,casevienna_DO,casetech/pizza_DO,messagevienna_DO,messagetech/pizza_DO
5/13/2024 8:15,5/13/2024 8:18,0,100,175,1,5/13/2024 8:18,,,,,anonymous,EN,1,5dea808cce8d8d19f5424b21,5f3ad1066e42ae76ba87cb2d,7,1,,,,,,,"I would've already agreed with the premise (people need more depth to understand and change their minds) but, and perhaps ironically, this lesson won't change the perspective of someone completely unsympathetic without far more substance.",1,0|0|1,,,,,,,,,3,2,3,3,3,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|i.m1_s|p.m1_s|a.m1_s|u.m1_s|att_s,
5/13/2024 8:14,5/13/2024 8:18,0,100,271,1,5/13/2024 8:18,,,,,anonymous,EN,1,652f2c56c8dbb1706dd899e2,5e8e0edb2654100aca8e16c5,7,1,,,,,,,"I read it and I don't see how it's of any value, after this study I will probably forget about it and never even think of it again. It didn't spark any deep thought, it really just comes off as empty words.",1,1|0|0,,,,,,,,,1,1,1,1,1,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|i.m1_s|p.m1_s|u.m1_s|att_s|v.m1_s,
5/13/2024 8:15,5/13/2024 8:18,0,100,198,1,5/13/2024 8:18,,,,,anonymous,EN,1,65e72634d00f7a9b922205a9,60992078fcd36a7e03de29ce,7,1,5,5,5,6,6,4,"That sometimes, even when nobody believes you, you are in fact right.",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|a.c1_s|u.c1_s|i.c1_s|att_s|v.c1_s,,,
5/13/2024 8:15,5/13/2024 8:18,0,100,196,1,5/13/2024 8:18,,,,,anonymous,EN,1,61601e9a6b8306196d2a129c,5f1e1924c9f24d7af7632e2e,7,1,,,,,,,This lesson allowed me to reflect on having to have strong foundation evidence to back up a theory in order to change another persons mind. This is somewhat common knowledge that seems to get forgotten in times when people are more occupied with trying to get their voice heard over simply listening and questioning others.,1,0|1|0,,,,,,,,,5,5,5,5,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|p.m1_s|att_s|v.m1_s|i.m1_s|a.m1_s,
5/13/2024 8:17,5/13/2024 8:18,0,100,74,1,5/13/2024 8:18,,,,,anonymous,EN,1,606529a91a8d9c0f17cacfaa,5f6a50062979ef0ee95ba54b,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:17,5/13/2024 8:18,0,100,72,1,5/13/2024 8:18,,,,,anonymous,EN,1,5efe0edc26c5e92c09017ee0,5e84140151110b16fee15db3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:18,5/13/2024 8:18,0,100,28,1,5/13/2024 8:18,,,,,anonymous,EN,1,6601996560d056178fc0c7f5,6581a734d251b3c6933ecac8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:16,5/13/2024 8:18,0,100,151,1,5/13/2024 8:18,,,,,anonymous,EN,1,64c14af42566d29e3cd461a6,615ac7798523e99c564cd526,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:17,5/13/2024 8:18,0,100,90,1,5/13/2024 8:18,,,,,anonymous,EN,1,62e291e6b76e15b147084384,611d494bdf82f55dab35547c,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:16,5/13/2024 8:18,0,100,135,1,5/13/2024 8:18,,,,,anonymous,EN,1,5f7f5dda75c34d0dbe95534e,607e6d83bfdf7585c059dc4b,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:14,5/13/2024 8:18,0,100,265,1,5/13/2024 8:18,,,,,anonymous,EN,1,609fba4900794b6d944da77e,609bcf27b68e518541b4a827,7,1,,,,,,,A company may achieve more benefits promoting simplicity and faster delivery over the investment on development of new products,,,,,,,,,1,0|0|1,,,,,,,5,4,5,5,6,6,FL_107,,FL_85,,,,Q288|att_f|att_t|i.m1_t|a.m1_t|v.m1_t|p.m1_t|u.m1_t
5/13/2024 8:14,5/13/2024 8:18,0,100,254,1,5/13/2024 8:18,,,,,anonymous,EN,1,5aed67f69457e00001054b11,652f2c56c8dbb1706dd899e2,7,1,,,,,,,So called average intelligent is in fact not as average as everyone assume it to be.,1,0|1|0,,,,,,,,,5,5,5,5,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|p.m1_s|att_s|v.m1_s|u.m1_s|i.m1_s,
5/13/2024 8:14,5/13/2024 8:18,0,100,286,1,5/13/2024 8:18,,,,,anonymous,EN,1,64e2730261120931a4d0d636,6152f27486f3558dc7e0f649,7,1,,,,,,,I’ve let that the sales of the company increased because of a new system that was implemented ,,,3,1,2,3,2,3,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|v.c1_t|u.c1_t|a.c1_t|p.c1_t|i.c1_t,,
5/13/2024 8:13,5/13/2024 8:18,0,100,337,1,5/13/2024 8:18,,,,,anonymous,EN,1,650aef52598f48c6989876ed,6478f29b452cd66da9929238,7,1,,,,,,,"Even if there is evidence, some people will need something more than that to convince themselves ",1,0|1|0,,,,,,,,,3,2,2,4,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|v.m1_s|p.m1_s|i.m1_s|att_s|a.m1_s,
5/13/2024 8:14,5/13/2024 8:18,0,100,286,1,5/13/2024 8:18,,,,,anonymous,EN,1,5ed8fdf3ae79a9420af84694,577f91b84d107800016d9e69,7,1,,,,,,,Companies don't always prioritise product quality or consumers to improve sales,,,5,6,6,5,4,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|p.c1_t|i.c1_t|u.c1_t|att_t|v.c1_t,,
5/13/2024 8:13,5/13/2024 8:18,0,100,349,1,5/13/2024 8:18,,,,,anonymous,EN,1,613a3d980fd9796d4b302d08,614280ed34d0c9737fb0f796,7,1,7,7,7,7,7,4,The case study taught me to wash my hands,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|att_s|a.c1_s|i.c1_s|v.c1_s|u.c1_s,,,
5/13/2024 8:16,5/13/2024 8:18,0,100,155,1,5/13/2024 8:18,,,,,anonymous,EN,1,5d0f3b461b7ef6001a634970,609fba4900794b6d944da77e,7,1,,,,,,,We should change our mindsets,1,0|1|0,,,,,,,,,4,2,5,3,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|att_s|a.m1_s|v.m1_s|p.m1_s|u.m1_s,
5/13/2024 8:17,5/13/2024 8:19,0,100,64,1,5/13/2024 8:19,,,,,anonymous,EN,1,60c8ee05b8f453f965bc9903,60df148c8ad3418481921b17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:14,5/13/2024 8:19,0,100,253,1,5/13/2024 8:19,,,,,anonymous,EN,1,599186630675b100014daddd,61139650b14764a4eff6f9a2,7,1,,,,,,,What I learned is that there maybe a belief that it is better to deliver a product more quicker than actually improve on its quality which is not accurate according to me.,,,,,,,,,0,0|1|0,,,,,,,2,3,2,1,1,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|att_t|p.m1_t|a.m1_t|i.m1_t|u.m1_t
5/13/2024 8:16,5/13/2024 8:19,0,100,147,1,5/13/2024 8:19,,,,,anonymous,EN,1,64e4b1c40b9269872d6cf2a6,5b5f3d165256470001bca9c0,7,1,,,,,,,I wouldnt be swayed by underlying support or need reinforcement if data provided is irrefutable. ,1,0|0|1,,,,,,,,,1,2,2,2,1,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|i.m1_s|u.m1_s|v.m1_s|att_s|a.m1_s,
5/13/2024 8:15,5/13/2024 8:19,0,100,234,1,5/13/2024 8:19,,,,,anonymous,EN,1,65b26a0d5ae1ede0b3be4248,5deef5412dc5c65901b17bef,7,1,,,,,,,That it's not always about quality but also making things easier and more accessible.Also customisation plays a big role.,,,3,2,3,3,4,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|v.c1_t|att_t|a.c1_t|i.c1_t|p.c1_t|u.c1_t,,
5/13/2024 8:16,5/13/2024 8:19,0,100,185,1,5/13/2024 8:19,,,,,anonymous,EN,1,610b747563ed83265433ac09,58794c1e327dab000199ea58,7,1,7,6,6,7,7,4,I learned that washing hands can save lives and stop germs from spreading ,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|v.c1_s|a.c1_s|att_s|u.c1_s|p.c1_s,,,
5/13/2024 8:14,5/13/2024 8:19,0,100,282,1,5/13/2024 8:19,,,,,anonymous,EN,1,64a83c3f17fdbbd04588c34a,6613eb1644b6c554a1a3bd3c,7,1,,,,,,,"I have learned that sometimes it’s not necessary to update the product, rather deliver the product faster.",,,,,,,,,1,1|0|0,,,,,,,1,2,4,2,2,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|u.m1_t|p.m1_t|att_t|a.m1_t|v.m1_t
5/13/2024 8:16,5/13/2024 8:19,0,100,154,1,5/13/2024 8:19,,,,,anonymous,EN,1,60a56db43083c0ff59dded00,60da8d266c9033659e9ab3bf,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:19,0,100,229,1,5/13/2024 8:19,,,,,anonymous,EN,1,5d540a99a620c10016640923,61275ccfad65bfb85bba5789,7,1,,,,,,,I've learned that it is important to have customers receive their product on time or quicker even if the product is of a bad quality.,,,,,,,,,1,0|0|1,,,,,,,2,1,3,3,1,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|u.m1_t|v.m1_t|p.m1_t|att_t|a.m1_t
5/13/2024 8:15,5/13/2024 8:19,0,100,219,1,5/13/2024 8:19,,,,,anonymous,EN,1,6129091a4488538bc7654940,61119ffbc8e1ef90d29bf6cd,7,1,,,,,,,I learnt the great impact that the decision Dominoes Pizza had made regarding their sales over the years.,,,7,6,6,6,7,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|v.c1_t|att_t|p.c1_t|u.c1_t|a.c1_t|i.c1_t,,
5/13/2024 8:15,5/13/2024 8:19,0,100,234,1,5/13/2024 8:19,,,,,anonymous,EN,1,5cd7334504748d001a19f494,5ddd2275946f7cc8b0efb547,7,1,,,,,,,"I learned that, it is easier for someone to change the simplicity of delivery than the quality of the product itself. ",,,,,,,,,1,0|0|1,,,,,,,4,3,3,3,3,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|v.m1_t|p.m1_t|att_t|u.m1_t|a.m1_t
5/13/2024 8:11,5/13/2024 8:19,0,100,461,1,5/13/2024 8:19,,,,,anonymous,EN,1,5e15f834a6eb60bd83bebe78,660654529792b18282668665,7,1,,,,,,,The information was regarding a business model wherein the priority lies in speed and simplicity of distribution rather than the improvement of the product or service. I didn’t feel I learned anything new from this information. ,,,,,,,,,0,1|0|0,,,,,,,2,1,2,1,2,4,FL_107,,FL_85,,,,Q288|att_f|att_t|u.m1_t|a.m1_t|p.m1_t|i.m1_t|v.m1_t
5/13/2024 8:09,5/13/2024 8:19,0,100,558,1,5/13/2024 8:19,,,,,anonymous,EN,1,61122b2c98bd9fd56bfeec45,614dcc85f9b130cad7844ceb,7,1,4,4,5,5,5,4,I learned that doctors had no idea that germs contributed to the death of patients. And a man discovered that there as a difference in deaths (1 to 3) between two hospitals because doctors of one hospital were washing hands and the others were not. This introduced the germ theory which would help people understand that germs played a role in the death of patients.,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|p.c1_s|a.c1_s|att_s|v.c1_s|i.c1_s,,,
5/13/2024 8:13,5/13/2024 8:19,0,100,373,1,5/13/2024 8:19,,,,,anonymous,EN,1,5ef48406c7ae5804eebf277b,5f569b2bc1684c0ebaef4e05,7,1,,,,,,,"When your business experiences setbacks you can choose to adapt or to decay and eventually pass away. What means to adapt? in this technological era it means to develop fastest ways to reach the client, in order to close the breach between their desire of your product and having your product ringing their doorbell. But hey, this is not the whole equation, because, how will you be able to reach your client's heart? One of the best ways to get someone on your side is to acknowledge how much value does their authenticity have, and when they ask for the pizza tailored to their needs and tastes they see themselves in their pizza, they somewhat were part of the creation of this pizza and this pizza reflects them, so they not just get a pizza and the fastest pizza but most of all, they get a piece of themselves.",,,4,3,5,4,5,4,0,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|v.c1_t|att_t|p.c1_t|u.c1_t|a.c1_t|i.c1_t,,
5/13/2024 8:13,5/13/2024 8:19,0,100,365,1,5/13/2024 8:19,,,,,anonymous,EN,1,60992078fcd36a7e03de29ce,65395648e2df8c95292d130d,7,1,,,,,,,Sometimes even if you have proof about something people will always have certain thoughts about it,0,0|0|1,,,,,,,,,6,6,7,6,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|v.m1_s|u.m1_s|att_s|i.m1_s|a.m1_s,
5/13/2024 8:17,5/13/2024 8:19,0,100,90,1,5/13/2024 8:19,,,,,anonymous,EN,1,5deef5412dc5c65901b17bef,59a7c4f0d4019800014cf4c4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:16,5/13/2024 8:19,0,100,154,1,5/13/2024 8:19,,,,,anonymous,EN,1,5ddd2275946f7cc8b0efb547,5efcf31ebc3f2011d263bddb,7,1,2,2,4,2,2,4,It gave me some insight into how germ theory was discovered but it wasn't particularly useful as we now know this infomration and wash hands etc so it wouldn't cause me to change my habits,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|v.c1_s|att_s|p.c1_s|u.c1_s|a.c1_s,,,
5/13/2024 8:14,5/13/2024 8:19,0,100,287,1,5/13/2024 8:19,,,,,anonymous,EN,1,61275ccfad65bfb85bba5789,61601e9a6b8306196d2a129c,7,1,,,,,,,"We should not delay in readily delivering the product for the utmost convenience to the consumer, as opposed to bettering said product.",,,,,,,,,1,1|0|0,,,,,,,3,2,4,3,2,4,FL_107,,FL_85,,,,Q288|att_f|att_t|i.m1_t|p.m1_t|a.m1_t|v.m1_t|u.m1_t
5/13/2024 8:17,5/13/2024 8:19,0,100,150,1,5/13/2024 8:19,,,,,anonymous,EN,1,5f1e1924c9f24d7af7632e2e,5cc99062d918560016acf6ac,7,1,,,,,,,"I was surprised to learn that consumers would consider the speed of delivery in comparison to the quality of the product, and I don't think this is realistic, so would like to find out more",,,,,,,,,1,0|0|1,,,,,,,3,3,3,3,3,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|a.m1_t|u.m1_t|i.m1_t|v.m1_t|att_t
5/13/2024 8:17,5/13/2024 8:19,0,100,131,1,5/13/2024 8:19,,,,,anonymous,EN,1,65d49feb75a83891441e3abc,5b33a034eaef460001d85817,7,1,4,5,6,6,5,4,I learnt why it is important to listen to research and to consider potential causes of differences,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|u.c1_s|p.c1_s|a.c1_s|v.c1_s|att_s,,,
5/13/2024 8:14,5/13/2024 8:19,0,100,279,1,5/13/2024 8:19,,,,,anonymous,EN,1,645d03230f6cd9171b72e384,64e4b1c40b9269872d6cf2a6,7,1,,,,,,,"It's not always the product that is the issue, sometimes it just the distribution issue",,,5,6,6,5,5,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|a.c1_t|att_t|v.c1_t|i.c1_t|u.c1_t,,
5/13/2024 8:13,5/13/2024 8:19,0,100,348,1,5/13/2024 8:19,,,,,anonymous,EN,1,601ef2ade61f3d3b81e80624,60d0da6d77e686a54bb6d3fe,7,1,6,5,6,6,6,4,I learned the importance of hygiene especially when dealing with people as diseases can easily spread ,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|u.c1_s|p.c1_s|i.c1_s|v.c1_s|a.c1_s,,,
5/13/2024 8:17,5/13/2024 8:19,0,100,132,1,5/13/2024 8:19,,,,,anonymous,EN,1,61119ffbc8e1ef90d29bf6cd,5d2899a72a33c100167c93fd,7,1,,,,,,,"It's really difficult to say how useful this lesson is without any context, as it just says that companies will improve delivery times rather than change the product, which is fine but I would like to know why",,,,,,,,,1,0|0|1,,,,,,,2,2,4,5,2,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|i.m1_t|p.m1_t|a.m1_t|att_t|v.m1_t
5/13/2024 8:18,5/13/2024 8:19,0,100,66,1,5/13/2024 8:19,,,,,anonymous,EN,1,60dd619e24eb76732ae7934b,607b327a1e831c8e95d54690,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:18,5/13/2024 8:19,0,100,82,1,5/13/2024 8:19,,,,,anonymous,EN,1,5edbaa3a56e98e05e908d8dd,6168752836bf9c34290a1bb5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:18,5/13/2024 8:19,0,100,101,1,5/13/2024 8:19,,,,,anonymous,EN,1,5dee64513477654f920f088f,62ddcaf47d0e35c1175a7a19,7,1,,,,,,,Delivery of products can be just as important as the product itself,,,,,,,,,1,1|0|0,,,,,,,5,4,5,5,5,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|a.m1_t|v.m1_t|u.m1_t|att_t|p.m1_t
5/13/2024 8:13,5/13/2024 8:19,0,100,407,1,5/13/2024 8:19,,,,,anonymous,EN,1,616533f711cdc38996521699,615ebee41627a65c85ccb4b6,7,1,3,4,4,1,4,4,I leaen that gems can kill a new born babe,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|p.c1_s|v.c1_s|a.c1_s|i.c1_s|att_s,,,
5/13/2024 8:16,5/13/2024 8:19,0,100,216,1,5/13/2024 8:19,,,,,anonymous,EN,1,66274c9a7a108416c47ed2b9,5671131573f58b0005664333,7,1,,,,,,,improving the simplicity and speed of delivering a product or service can be more rewarding than solely concentrating on enhancing the product,,,,,,,,,1,0|1|0,,,,,,,5,4,4,6,5,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|p.m1_t|i.m1_t|att_t|a.m1_t|v.m1_t
5/13/2024 8:18,5/13/2024 8:19,0,100,60,1,5/13/2024 8:19,,,,,anonymous,EN,1,5d5040574d044f0019b68072,66350523f70aed7ee70d602f,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:19,0,100,248,1,5/13/2024 8:19,,,,,anonymous,EN,1,5f3ad1066e42ae76ba87cb2d,586fb0b5da731b000104a2ef,7,1,,,,,,,I learnt the way that failing various businesses can increase sales and revenue in different ways,,,5,4,5,6,2,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|v.c1_t|i.c1_t|p.c1_t|a.c1_t|att_t,,
5/13/2024 8:18,5/13/2024 8:19,0,100,101,1,5/13/2024 8:20,,,,,anonymous,EN,1,64135da7561dbc07ab4c5b6d,660d5317956a90d1ee7add44,7,1,,,,,,,very famous example ,,,7,5,5,6,4,4,0,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|p.c1_t|v.c1_t|a.c1_t|u.c1_t|att_t,,
5/13/2024 8:17,5/13/2024 8:20,0,100,177,1,5/13/2024 8:20,,,,,anonymous,EN,1,611cf4676874122c771e0c70,6487929144e5af4f15fde1f8,7,1,,,,,,,"I learned that in order to make a new argument or present some kind of new information to an audience, it must be supported by some kind of underlying theory or information in order for someone to be more likely to consider and accept it as factual information to be used in everyday life.",1,0|1|0,,,,,,,,,5,5,4,4,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|att_s|a.m1_s|i.m1_s|u.m1_s|v.m1_s,
5/13/2024 8:16,5/13/2024 8:20,0,100,243,1,5/13/2024 8:20,,,,,anonymous,EN,1,6267c02a72a6675363631f49,5f1e8dc7e2161c86cdcd220a,7,1,,,,,,,I read an article on Domino's pizza which faced a recession due to the quality of their pizza. Rather than focusing on the problem they tried a different approach which put more power in the hands of the consumer which ultimately led to a rise in their stock price. ,,,6,6,6,5,6,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|v.c1_t|a.c1_t|att_t|p.c1_t|i.c1_t|u.c1_t,,
5/13/2024 8:12,5/13/2024 8:20,0,100,457,1,5/13/2024 8:20,,,,,anonymous,EN,1,586fb0b5da731b000104a2ef,663bcddb891da1a96bb606cf,7,1,,,,,,,"As it was said, you don`t need to improve the product it helps, if you improve the delivery. A little example would help to gain more insight.",,,,,,,,,1,0|1|0,,,,,,,5,6,5,4,4,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|u.m1_t|a.m1_t|att_t|p.m1_t|i.m1_t
5/13/2024 8:17,5/13/2024 8:20,0,100,170,1,5/13/2024 8:20,,,,,anonymous,EN,1,5fa5dd05e6ca1519dd23406d,5d7a2e9450965c0001dc0079,7,1,,,,,,,"I wouldn't really say I learned much other than a short, well-summarised way of expressing a point of view. Although, I would say I tend to agree with that point of view.",1,0|0|1,,,,,,,,,3,1,4,3,2,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|att_s|v.m1_s|a.m1_s|u.m1_s|p.m1_s,
5/13/2024 8:12,5/13/2024 8:20,0,100,433,1,5/13/2024 8:20,,,,,anonymous,EN,1,641369c0277ac2301c2ec1bc,60d02e9baaeaa06a15ced8bf,7,1,,,,,,,"The lesson was to give me a different perspective on how to do things, usually think of the product but lesson here was to also consider time",,,,,,,,,1,0|1|0,,,,,,,3,5,5,3,3,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|p.m1_t|att_t|u.m1_t|a.m1_t|v.m1_t
5/13/2024 8:17,5/13/2024 8:20,0,100,136,1,5/13/2024 8:20,,,,,anonymous,EN,1,56be3b8b202307000ccbb10c,622b8805afafad690676b69c,7,1,5,5,5,4,6,4,Importance of washing hands especially in hospitals etc ,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|i.c1_s|att_s|u.c1_s|v.c1_s|p.c1_s,,,
5/13/2024 8:14,5/13/2024 8:20,0,100,358,1,5/13/2024 8:20,,,,,anonymous,EN,1,60dae7f7ca5ccaa419552ed8,60e00818b935a41dcfb1cccd,7,1,7,6,4,7,7,4,"The main point that washing hands is really important, especially in the medical field. Germs spread when people don't wash their hands and in 1873 is I remember correctly it was quiet evident and had a huge imapct on childbirth. No one beleive the doctor who moticed this until much later on when a study by scients was sone on the speaking of germs.",0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|i.c1_s|p.c1_s|a.c1_s|att_s|v.c1_s,,,
5/13/2024 8:13,5/13/2024 8:20,0,100,426,1,5/13/2024 8:20,,,,,anonymous,EN,1,64904e9580cf01ebb4c68622,627d1b0ff09ff00d79eb9d35,7,1,2,2,2,2,2,4,"Before germ theory was researched, doctors did not wash their hands at work, leading to many medical errors.",1,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|v.c1_s|att_s|u.c1_s|p.c1_s|a.c1_s,,,
5/13/2024 8:17,5/13/2024 8:20,0,100,188,1,5/13/2024 8:20,,,,,anonymous,EN,1,61652222bfd9351c91a6585a,5e8b811dcdbb58057efa41cd,7,1,6,7,7,6,6,4,"the lesson made it clear for me that if you have an intuition about some problem and follow up with proof of your theory, you have to believe in your conclusion even when nobody else does, since everyone is retarded. ",1,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|att_s|v.c1_s|u.c1_s|i.c1_s|a.c1_s,,,
5/13/2024 8:16,5/13/2024 8:20,0,100,237,1,5/13/2024 8:20,,,,,anonymous,EN,1,58794c1e327dab000199ea58,6096f271bff5d912e58eac5c,7,1,,,,,,,that you can have proof in the world but people will need more,1,0|0|1,,,,,,,,,6,6,5,6,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|att_s|u.m1_s|p.m1_s|v.m1_s|a.m1_s,
5/13/2024 8:14,5/13/2024 8:20,0,100,381,1,5/13/2024 8:20,,,,,anonymous,EN,1,60e81a918c53f47eb6795edd,602e763eef81ce9e57528e1e,7,1,,,,,,,Producing a product simply and quickly is more valuable than imporving a product.,,,,,,,,,1,0|0|1,,,,,,,2,2,2,2,2,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|i.m1_t|p.m1_t|v.m1_t|att_t|a.m1_t
5/13/2024 8:16,5/13/2024 8:20,0,100,217,1,5/13/2024 8:20,,,,,anonymous,EN,1,5f1e8dc7e2161c86cdcd220a,5e1e3898753e43085dbc3d71,7,1,,,,,,,"I learned that Domino's focused not on quality but on optimization of the commercial process. This mean's instead of bettering their pizza's, they improved their acessibility, which in turn positively affected their sales.",,,2,5,3,5,2,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|att_t|u.c1_t|a.c1_t|v.c1_t|p.c1_t,,
5/13/2024 8:16,5/13/2024 8:20,0,100,257,1,5/13/2024 8:20,,,,,anonymous,EN,1,615ac7798523e99c564cd526,5d26d07028899100016eb25c,7,1,,,,,,,That people are hard to convince,1,0|0|1,,,,,,,,,4,3,3,4,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|att_s|i.m1_s|u.m1_s|a.m1_s|v.m1_s,
5/13/2024 8:14,5/13/2024 8:20,0,100,351,1,5/13/2024 8:20,,,,,anonymous,EN,1,613914e6826c1c5bc3949485,66071c67294f2e86b99e2df7,7,1,,,,,,,"It's a sentence, hardly a lesson and that sentence vaguely waves at what's likely a false economy of there being more money not in fixing / improving what you do but by tinkering with some ancillary detail around the edges.",,,,,,,,,1,0|1|0,,,,,,,1,1,1,1,1,4,FL_107,,FL_85,,,,Q288|att_f|att_t|v.m1_t|u.m1_t|a.m1_t|i.m1_t|p.m1_t
5/13/2024 8:13,5/13/2024 8:20,0,100,441,1,5/13/2024 8:20,,,,,anonymous,EN,1,5d26d07028899100016eb25c,616319d30c2cde1ee230f628,7,1,6,5,5,6,6,4,"I learned that doctors didn't always wash their hands when assisting women in giving birth, it was only until the germ theory was introduced. ",0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|v.c1_s|att_s|p.c1_s|u.c1_s|i.c1_s,,,
5/13/2024 8:17,5/13/2024 8:20,0,100,171,1,5/13/2024 8:20,,,,,anonymous,EN,1,6096f271bff5d912e58eac5c,600e3ecf855f0f46c79d4ea9,7,1,,,,,,,Proof alone is never enough,1,0|0|1,,,,,,,,,6,1,5,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|i.m1_s|v.m1_s|att_s|a.m1_s|p.m1_s,
