StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,v.n1,p.n1,i.n1,u.n1,a.n1,q,v.n2,p.n2,i.n2,u.n2,a.n2,att,v.g1,p.g1,i.g1,u.g1,a.g1,v.g2,p.g2,i.g2,u.g2,a.g2,att,FL_14_DO,casefirstrate_DO,casefirstrerate_DO,messagefirstrate_DO,messagefirstrerate_DO
4/3/2024 11:25,4/3/2024 11:30,0,100,295,1,4/3/2024 11:30,,,,,anonymous,EN,1,5d67b6d92b7448000173d95a,5b914a5f02a76000015c72d4,,,,,, items packaged as fragile are less susceptible to damage,,,,,,,5,4,5,5,6,4,3,4,3,3,4,FL_53,,,Q151|Q152|i.g1|a.g1|u.g1|v.g1|p.g1,Q175|Q177|att|u.g2|v.g2|a.g2|p.g2|i.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,293,1,4/3/2024 11:30,,,,,anonymous,EN,1,6151a21b24b1ef1bc130b97d,5fc9b1252395584af6debd51,6,5,6,6,6,"I learned that to obtain results you do not always have to use traditional methods, since a creative approach allows you to obtain better results, even if it is technically a trick by making it seem like you are transporting televisions instead of bicycles",6,6,6,6,7,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|a.n1|u.n1|p.n1,Q142|Q144|a.n2|i.n2|v.n2|p.n2|att|u.n2,,
4/3/2024 11:24,4/3/2024 11:30,0,100,368,1,4/3/2024 11:30,,,,,anonymous,EN,1,5f4fd934173ba70fb2c4bb28,5dee645209c10750958a0ed2,6,6,5,5,6,An employee fixed a shipping problem by making shipping companies believe they were handling fragile expenisve merchandise. It saved a whole lot of moeny to the company with a simple cheap solution,6,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|a.n1|i.n1|u.n1,Q142|Q144|p.n2|a.n2|att|v.n2|u.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,321,1,4/3/2024 11:31,,,,,anonymous,EN,1,6155f68ab83f21ebddde2745,6145dddfa6fcfd396e1f4f1a,,,,,,"I learned that if companies package their products in the same way that more fragile products are packaged, this can reduce the damage caused to the package and this happens because people are more careful when I am dealing with more fragile things.",,,,,,,5,5,4,3,5,5,5,3,3,5,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|i.g1|a.g1,Q175|Q177|a.g2|u.g2|att|p.g2|v.g2|i.g2
4/3/2024 11:25,4/3/2024 11:31,0,100,301,1,4/3/2024 11:31,,,,,anonymous,EN,1,6145dddfa6fcfd396e1f4f1a,6526ca3a7e8af960de678715,4,3,6,3,4,"The companies bicycles were getting damaged during postage, so they decided to mark the boxes with flat screen television branding and this greatly reduced the amount of items arriving damaged.",4,3,6,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|p.n1|u.n1,Q142|Q144|v.n2|u.n2|i.n2|p.n2|att|a.n2,,
4/3/2024 11:24,4/3/2024 11:31,0,100,373,1,4/3/2024 11:31,,,,,anonymous,EN,1,63d7a79e2606216262545e75,611e03bb857f9b66b38095f1,5,5,6,5,5,"About bikes a problem with damages on bike deliveries, and how and employee came up came up with a solution by making riders believe that they are delivering flat screen television ",7,6,6,5,7,7,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|p.n1|u.n1|v.n1,Q142|Q144|i.n2|u.n2|v.n2|att|a.n2|p.n2,,
4/3/2024 11:27,4/3/2024 11:31,0,100,221,1,4/3/2024 11:31,,,,,anonymous,EN,1,5a8367b9190420000155ec2a,65a363d4ce498ce15c32367c,4,4,4,4,5,I learned that the perceptions of people regarding the value of an object really hasn't changed all that much. If someone believes something is brand new and is of high enough value they are going to treat the item with more care. This almost reinforces the idea that people are generally good natured and respectful of property; although my run-in's with Fed-Ex tell me otherwise,4,4,5,4,4,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|v.n1|p.n1|u.n1,Q142|Q144|att|i.n2|a.n2|u.n2|v.n2|p.n2,,
4/3/2024 11:26,4/3/2024 11:31,0,100,307,1,4/3/2024 11:31,,,,,anonymous,EN,1,65a4c0bc8354b6cf79cc5787,62347ee217c402f4acae35d0,,,,,,I learned that using different packaging methods might reduce damage.,,,,,,,2,2,3,2,2,2,2,3,2,2,4,FL_53,,,Q151|Q152|i.g1|p.g1|a.g1|u.g1|v.g1,Q175|Q177|att|i.g2|p.g2|u.g2|v.g2|a.g2
4/3/2024 11:24,4/3/2024 11:31,0,100,373,1,4/3/2024 11:31,,,,,anonymous,EN,1,5cd083548702e10018e3b0a5,605ce029102320a2825111ef,7,6,7,6,6,that sometimes these companies they are misleading people and the percentage of broken bicycle is increasing rapidly,7,7,6,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|a.n2|p.n2|att|v.n2|i.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:31,0,100,327,1,4/3/2024 11:31,,,,,anonymous,EN,1,57f8024ceb5dfa0001b07932,5d8a62e934146e001a8ea16d,4,4,5,6,4,"The idea of giving the impression that something delicate was being transported resulted in far less goods damage. It demonstrated that by making out the otherwise robust product to be more fragile than it was, abuse by shipping companies could be minimized.",4,5,4,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|i.n1|u.n1|a.n1|v.n1,Q142|Q144|a.n2|att|u.n2|p.n2|i.n2|v.n2,,
4/3/2024 11:27,4/3/2024 11:31,0,100,225,1,4/3/2024 11:31,,,,,anonymous,EN,1,62c4371b086b25a79c7d4ef2,60f801efc0846c47e4e755e6,,,,,,"It will encourage workers to handle products being shipped with care, as they will be more aware of the fragility of the items if they looked fragile. I think that it plays on the psychological ability for us to be careful around things we know are fragile, such as babies or an egg, or glass. ",,,,,,,3,4,6,2,5,3,2,2,3,5,4,FL_53,,,Q151|Q152|p.g1|u.g1|a.g1|i.g1|v.g1,Q175|Q177|a.g2|att|u.g2|v.g2|p.g2|i.g2
4/3/2024 11:25,4/3/2024 11:31,0,100,341,1,4/3/2024 11:31,,,,,anonymous,EN,1,5b914a5f02a76000015c72d4,57f8024ceb5dfa0001b07932,,,,,,my items to come to me not damage and well packed ,,,,,,,7,6,7,7,6,6,7,6,7,6,4,FL_53,,,Q151|Q152|p.g1|i.g1|u.g1|a.g1|v.g1,Q175|Q177|att|v.g2|a.g2|u.g2|p.g2|i.g2
4/3/2024 11:26,4/3/2024 11:31,0,100,342,1,4/3/2024 11:31,,,,,anonymous,EN,1,62d8229a7c40118d96ddcd58,65a146f57434e1feb19e28bd,,,,,,"The insight the information provided is about a brand who superficially package their products to resemble fragile products. In this process, this helps to reduce damages when shipping.",,,,,,,6,5,6,7,5,6,5,6,6,5,4,FL_53,,,Q151|Q152|a.g1|v.g1|u.g1|p.g1|i.g1,Q175|Q177|u.g2|p.g2|i.g2|att|v.g2|a.g2
4/3/2024 11:25,4/3/2024 11:32,0,100,387,1,4/3/2024 11:32,,,,,anonymous,EN,1,5702c03e68c641000e0d754d,5d5ab9dac4866400012bcde2,3,3,3,4,3,"The information provided an interesting method of dealing with shipping problems for delicate equipment,  The suppliers found that lying to the shippers about the contents of the shipments would make them be more careful about their shipping methods.   This solution  is not the best as it requires being not truthful for the future.",3,3,3,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|p.n1|i.n1|a.n1|v.n1,Q142|Q144|u.n2|p.n2|v.n2|i.n2|att|a.n2,,
4/3/2024 11:25,4/3/2024 11:32,0,100,400,1,4/3/2024 11:32,,,,,anonymous,EN,1,60468b86376d9c0aed1875c5,61695de0da820cd0b0e7106e,,,,,,"The information given, though concise, lacks basis but it is enough to leave me to think about the fact that products I may order with less packaging could mean I will receive a package that is whole.",,,,,,,4,5,4,6,6,5,5,5,6,5,4,FL_53,,,Q151|Q152|a.g1|u.g1|p.g1|i.g1|v.g1,Q175|Q177|u.g2|i.g2|p.g2|v.g2|a.g2|att
4/3/2024 11:24,4/3/2024 11:32,0,100,464,1,4/3/2024 11:32,,,,,anonymous,EN,1,5fdfd04b9bf07d83b2e5f780,60292aabf20c7d2af65541a7,,,,,,I learned that companies that package their products in the same way that would package something fragile have less chances of having their product damaged due to shipping. I learned that every package should be treated/ carefully in order to minimize damage/loss. y,,,,,,,5,5,5,5,5,5,5,5,5,5,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|a.g1|i.g1,Q175|Q177|a.g2|att|p.g2|u.g2|v.g2|i.g2
4/3/2024 11:26,4/3/2024 11:32,0,100,362,1,4/3/2024 11:32,,,,,anonymous,EN,1,5f396168a580544cc5b763cc,612c95f4a142b9dc63cc45a0,,,,,,i think that making items look fragile makes people handle the item with care.,,,,,,,6,5,5,6,7,7,7,7,7,7,4,FL_53,,,Q151|Q152|i.g1|p.g1|v.g1|u.g1|a.g1,Q175|Q177|p.g2|att|a.g2|v.g2|u.g2|i.g2
4/3/2024 11:26,4/3/2024 11:32,0,100,333,1,4/3/2024 11:32,,,,,anonymous,EN,1,5fc9b1252395584af6debd51,5f8dec421f06451776393dc4,7,7,7,7,7,I think it's a great idea to print a delicate item onto a box for when you want something to be handled with care. Someone came up with this idea and the fact that the damage rate decreased significantly showed that some human handling was what was causing this. It's also promising that the people handling shipments are actively being careful and mindful of delicate items when handling them. ,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|a.n1|u.n1|p.n1,Q142|Q144|u.n2|att|i.n2|a.n2|v.n2|p.n2,,
4/3/2024 11:24,4/3/2024 11:32,0,100,468,1,4/3/2024 11:32,,,,,anonymous,EN,1,5ddb84c67af661ad594e95d4,611e5ed10d7a62ceb0f1a619,5,3,6,5,5,"I learned that people turn to be be careless or ignorant if something is not theirs or the idea that something thats physically strong cannot be damaged, zero emotion whatsoever",5,3,5,5,6,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|u.n1|a.n1|i.n1,Q142|Q144|att|v.n2|p.n2|i.n2|u.n2|a.n2,,
4/3/2024 11:26,4/3/2024 11:32,0,100,353,1,4/3/2024 11:32,,,,,anonymous,EN,1,62b4388226967b3994d79da1,5f23b9c67f5fe518618c87ff,5,5,5,5,5,"It was about sutch company manufacturer which had a problem. When shipping bicycles to people - customers - they were arriving to them damaged. It was a big issue as it was a major problem for the company which was high end and some were loaded down with very delicate electronics. Company also had goal to sell 90% of bikes online which means transport was essential. Of of employees provided improvemnet solution suggesting to put a printed label that inside was not a bike, but flatscreen tv. It found out damage decreased by almost 80%",6,6,4,4,4,7,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|i.n1|u.n1|a.n1|v.n1,Q142|Q144|p.n2|v.n2|att|i.n2|a.n2|u.n2,,
4/3/2024 11:26,4/3/2024 11:32,0,100,377,1,4/3/2024 11:32,,,,,anonymous,EN,1,5ead9a633f746206ca11ebd3,60e46e6f6bc0c2cdf5d077ce,,,,,,I DONT REMEMBER,,,,,,,6,5,5,5,5,6,5,5,5,5,4,FL_53,,,Q151|Q152|v.g1|i.g1|a.g1|u.g1|p.g1,Q175|Q177|v.g2|att|i.g2|a.g2|u.g2|p.g2
4/3/2024 11:25,4/3/2024 11:32,0,100,419,1,4/3/2024 11:32,,,,,anonymous,EN,1,5b681788ca518a0001c7a755,5cd083548702e10018e3b0a5,,,,,,"I learned that by making something that would otherwise not be considered fragile into something more prone to breaking simply by changing the packaging on the outside. Thus you could fool the eyes of the workers into taking extra care of whatever package that is being sent, making it more likely to arrive without feeling as much pain and breaking. Essentially, you should take care of things and be rewarded for your efforts and love.",,,,,,,2,4,3,2,3,3,4,5,3,4,4,FL_53,,,Q151|Q152|a.g1|u.g1|p.g1|v.g1|i.g1,Q175|Q177|p.g2|i.g2|att|u.g2|v.g2|a.g2
4/3/2024 11:25,4/3/2024 11:32,0,100,445,1,4/3/2024 11:32,,,,,anonymous,EN,1,5c5895f5af5bed0001f9ee92,6134a727fc1e3f0ee23aab8a,6,6,6,6,6,This information made me understand that creativity is the key to solving a problem. You don't have to take great measures to improve something. This was demonstrated by the example of a bicycle. ,6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|v.n1|a.n1|p.n1,Q142|Q144|a.n2|u.n2|i.n2|v.n2|p.n2|att,,
4/3/2024 11:30,4/3/2024 11:33,0,100,154,1,4/3/2024 11:33,,,,,anonymous,EN,1,6166e8f5ac6f9f2f58f5744c,5bd4547f979dd2000139f98e,4,4,6,4,4,"giving the wrong information can lead to better outcomes, a white lie in my opinion as it doesn't really hurt anyone in this case",4,5,5,3,4,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|u.n1|a.n1|p.n1,Q142|Q144|att|p.n2|a.n2|u.n2|v.n2|i.n2,,
4/3/2024 11:24,4/3/2024 11:33,0,100,535,1,4/3/2024 11:33,,,,,anonymous,EN,1,648978fe9767cb5dfcddc4cb,62b33e90d4a7c3f314f45ba6,6,6,6,6,5,"The bike company was experiencing an extremely high number of damaged bikes when shipping them, however when a member of staff suggested putting the picture of a flat screen tv on the box, the damages were reduced considerably, hence saving the company money and its reputation, as i am sure that the reviews before couldn't have been very good, with the amount of people who had received damaged bikes before hand.",6,6,6,6,5,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|p.n1|u.n1|a.n1,Q142|Q144|v.n2|u.n2|i.n2|p.n2|att|a.n2,,
4/3/2024 11:24,4/3/2024 11:33,0,100,531,1,4/3/2024 11:33,,,,,anonymous,EN,1,656cb3a368b29fde6f42297d,61682673f052c4155cfe12f4,7,7,7,7,6,"people only value things by how fragile or expensive they might be. It shows that the shipping companies were negligent with the bicycles because they were made of steel and they did not see the need to properly store them. People will kick stones with no care, until they realize that they kicked a dirty muddy diamond, then only the care for it, because they have seen its value",7,7,7,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|p.n1|u.n1|a.n1,Q142|Q144|p.n2|u.n2|i.n2|a.n2|v.n2|att,,
4/3/2024 11:25,4/3/2024 11:34,0,100,501,1,4/3/2024 11:34,,,,,anonymous,EN,1,5d4960da4f91710019d9fc14,5c5895f5af5bed0001f9ee92,5,3,5,4,5,A Dutch bicycle retailer had a problem with damaged unicycles arriving at customers' premises. They had sensitive electronics and electric motors. I learned from this text what action could help. It was to put a label on the shipping carton indicating that it was fragile equipment. This makes the couriers more careful. Damage in transit is greatly reduced. ,5,5,5,4,5,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|u.n1|a.n1,Q142|Q144|a.n2|u.n2|p.n2|att|i.n2|v.n2,,
4/3/2024 11:25,4/3/2024 11:34,0,100,556,1,4/3/2024 11:34,,,,,anonymous,EN,1,62347ee217c402f4acae35d0,612cdaa2042b4d9b9fb16acd,,,,,,I've learnt that companies which package their products as if they were fragile would have reduced shipping costs because they would be handled with care by shipping companies.,,,,,,,7,7,7,7,6,7,7,7,7,7,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|a.g1|i.g1,Q175|Q177|att|p.g2|v.g2|i.g2|u.g2|a.g2
4/3/2024 11:24,4/3/2024 11:35,0,100,609,1,4/3/2024 11:35,,,,,anonymous,EN,1,5f1bfe98441e2743f34fa16a,611ed4b6caa11ff93d5ca341,6,6,6,6,6,good stuff. nice product ,6,5,4,4,6,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|v.n1|u.n1|p.n1,Q142|Q144|p.n2|i.n2|u.n2|att|a.n2|v.n2,,
4/3/2024 11:25,4/3/2024 11:35,0,100,643,1,4/3/2024 11:35,,,,,anonymous,EN,1,5c5dcac26ad0f00001cc1501,616db3054d5dc7b7f09dc16b,,,,,,the information that i read good,,,,,,,7,4,6,7,1,7,7,7,7,7,4,FL_53,,,Q151|Q152|a.g1|v.g1|p.g1|u.g1|i.g1,Q175|Q177|i.g2|att|p.g2|a.g2|v.g2|u.g2
4/3/2024 11:25,4/3/2024 11:35,0,100,611,1,4/3/2024 11:35,,,,,anonymous,EN,1,6358f1332459f21caa585aef,6169448f3994a2d71e091810,7,7,7,7,7,I learnt that changing the labelling of a package does help save the products from damage and thus saving the company unecessary costs and helps deliver quality products to cutomers. People only tend to treat packages with care only if they see from the label that this package should handled with care or can break.,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|v.n1|p.n1|u.n1,Q142|Q144|u.n2|i.n2|v.n2|att|p.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:35,0,100,689,1,4/3/2024 11:35,,,,,anonymous,EN,1,60e46e6f6bc0c2cdf5d077ce,5bb20c4ce05c350001ef337e,,,,,,I think the lesson here is not to believe or get taken in by what you see. So be careful.,,,,,,,4,4,4,3,3,4,3,4,3,4,4,FL_53,,,Q151|Q152|a.g1|u.g1|i.g1|v.g1|p.g1,Q175|Q177|u.g2|i.g2|v.g2|a.g2|att|p.g2
4/3/2024 11:25,4/3/2024 11:36,0,100,629,1,4/3/2024 11:36,,,,,anonymous,EN,1,5dc2d4377624401eb1894bcd,5f4fd934173ba70fb2c4bb28,,,,,,"My understanding of this information given is that when you pack products in packaging that only seemingly resembles that in which delicate products are packed, it still protects the products and reduces the chance of damage.",,,,,,,2,1,3,2,2,2,1,3,2,2,4,FL_53,,,Q151|Q152|i.g1|v.g1|a.g1|p.g1|u.g1,Q175|Q177|i.g2|v.g2|att|a.g2|u.g2|p.g2
4/3/2024 11:25,4/3/2024 11:36,0,100,634,1,4/3/2024 11:36,,,,,anonymous,EN,1,6560b7cb855f7158b6709217,65a4c0bc8354b6cf79cc5787,4,2,5,3,2,"I learned from the information provided that the shipping company, including depot workers, delivery drivers, etc, are supposedly less likely to be rough with, and thus damage packages, that contain (have been identified in some way, e.g., this case of flatscreen TV picture) valuables or fragile items. I suppose this is because the deliverers or delivery company don't want to lose the business of the bike manufacturer (since the customer can really only hold the business responsible for the item arriving in one-piece, as it is their job to ensure secure and proficient packing materials and delivery). The delivery company will lose business if they are breaking items clearly labelled fragile during delivery at an exorbitant rate. While not really applying to me, who sends something via courier or post infrequently, the insight I gained is the clearing labelling something as fragile, or subtly (like the use of a TV graphic on the side), may result in the package being handled more carefully and thus being less likely to encounter damage in transit to the recipient. ",3,2,4,3,2,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|u.n1|p.n1,Q142|Q144|att|u.n2|i.n2|p.n2|v.n2|a.n2,,
4/3/2024 11:27,4/3/2024 11:36,0,100,542,1,4/3/2024 11:36,,,,,anonymous,EN,1,5d8a62e934146e001a8ea16d,61681f59f7bc57738bf25f26,6,3,5,5,4,"The insight that I learned is that, sometimes, you have to use people's perceptions to your advantage. By making the distributors think they were carrying something extremely delicate, they were more careful.  ",4,3,5,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|u.n1|v.n1|p.n1|a.n1,Q142|Q144|i.n2|u.n2|v.n2|p.n2|a.n2|att,,
4/3/2024 11:25,4/3/2024 11:36,0,100,658,1,4/3/2024 11:36,,,,,anonymous,EN,1,6526ca3a7e8af960de678715,5f1bfe98441e2743f34fa16a,,,,,,Companies that package their products in way that resemble fragile packaging can reduce damage to their products during the shipping process.,,,,,,,5,5,5,5,5,5,5,5,5,5,4,FL_53,,,Q151|Q152|i.g1|u.g1|a.g1|v.g1|p.g1,Q175|Q177|att|p.g2|v.g2|i.g2|u.g2|a.g2
4/3/2024 11:20,4/3/2024 11:37,0,100,1009,1,4/3/2024 11:37,,,,,anonymous,EN,1,61681f59f7bc57738bf25f26,5f6d0ba5015a2e16b989643b,6,7,6,6,7,"this story shed some light on the importance of perception and how it influences people's behaviour. The delivery man had the perception that bicycles were strong and tough and not delicate due to the types of bicycles they had or used in their life time, so they had now issues handling the bikes aggressively or without care. Now seeing a box that they think contains a flat screen tv, reminds them of how delicate flat screen tv's are from their own personal experiences with TV's and how much pain and hassle it is to damage a tv. As a result the automatically handle that box of tv with more care.",6,7,7,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|u.n1|v.n1|i.n1,Q142|Q144|v.n2|u.n2|i.n2|p.n2|att|a.n2,,
4/3/2024 11:35,4/3/2024 11:38,0,100,173,1,4/3/2024 11:38,,,,,anonymous,EN,1,65a363d4ce498ce15c32367c,608f68107d9ea28c690af9d2,,,,,,The lesson was about businesses and how they normally package their products,,,,,,,6,6,6,5,6,6,6,5,6,6,6,FL_53,,,Q151|Q152|p.g1|i.g1|u.g1|v.g1|a.g1,Q175|Q177|u.g2|v.g2|att|i.g2|p.g2|a.g2
4/3/2024 11:25,4/3/2024 11:38,0,100,759,1,4/3/2024 11:38,,,,,anonymous,EN,1,60f801efc0846c47e4e755e6,6358f1332459f21caa585aef,4,4,5,5,3,its interesting that the delivery workers dont take enough care of the parcels. This lesson changed my perspective  on them,3,4,4,4,3,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|p.n1|i.n1|a.n1|v.n1,Q142|Q144|u.n2|a.n2|att|p.n2|v.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:38,0,100,758,1,4/3/2024 11:38,,,,,anonymous,EN,1,608f68107d9ea28c690af9d2,64f5fd529d6822cd5533b61f,6,7,5,5,6,I have learned that in life you must utilize every possible option to protect your inner being and your assets. People pay attention to things they deem valuable in their eyes.,5,7,6,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|a.n1|v.n1|p.n1|i.n1,Q142|Q144|v.n2|a.n2|p.n2|u.n2|att|i.n2,,
4/3/2024 11:37,4/3/2024 11:50,0,100,748,1,4/3/2024 11:50,,,,,anonymous,EN,1,,5f8af153e27f001bcc23ffc4,6,5,5,6,6,I've learnt it is worthy to be clever and smart; it was just a good solution for the problem that company had with their bicycles,5,4,5,3,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|a.n1|i.n1|u.n1,Q142|Q144|v.n2|i.n2|att|a.n2|u.n2|p.n2,,
4/3/2024 11:02,4/3/2024 11:04,0,74,147,0,4/10/2024 11:09,,,,,anonymous,EN,1,,5de637df1abb5059e776aab2,3,3,4,3,2,,,,,,,,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|a.n1|u.n1|i.n1,,,
4/3/2024 11:15,4/3/2024 11:17,0,54,157,0,4/10/2024 11:20,,,,,anonymous,EN,1,,xvzx5e45gffdtd554,,,,,,,,,,,,,,,,,,,,,,,,FL_53,,,Q151|Q152|u.g1|v.g1|a.g1|i.g1|p.g1,
4/3/2024 11:23,4/3/2024 11:24,0,74,38,0,4/10/2024 11:26,,,,,anonymous,EN,1,,5f54b7bc649418811db24711,2,2,2,1,2,,,,,,,,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|a.n1|p.n1|u.n1|i.n1,,,
4/3/2024 11:24,4/3/2024 11:25,0,74,43,0,4/10/2024 11:26,,,,,anonymous,EN,1,,596f0d7d50935c00015b4574,,,,,,,,,,,,,3,1,3,3,3,,,,,,,FL_53,,,Q151|Q152|i.g1|u.g1|v.g1|p.g1|a.g1,
4/3/2024 11:26,4/3/2024 11:27,0,74,71,0,4/10/2024 11:27,,,,,anonymous,EN,1,,60bdecc23648063db2bb828a,,,,,,,,,,,,,3,5,6,3,2,,,,,,,FL_53,,,Q151|Q152|i.g1|u.g1|v.g1|a.g1|p.g1,
4/3/2024 11:24,4/3/2024 11:25,0,74,36,0,4/10/2024 11:27,,,,,anonymous,EN,1,,5de4fc2d603b1b47646ff3c7,,,,,,,,,,,,,3,3,4,5,3,,,,,,,FL_53,,,Q151|Q152|u.g1|p.g1|i.g1|v.g1|a.g1,
4/3/2024 11:25,4/3/2024 11:27,0,74,99,0,4/10/2024 11:27,,,,,anonymous,EN,1,,5e5843f3677ae4053b1a0169,4,5,5,3,3,,,,,,,,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|p.n1|v.n1|u.n1,,,
4/3/2024 11:27,4/3/2024 11:27,0,6,6,0,4/10/2024 11:27,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2024 11:27,4/3/2024 11:27,0,54,14,0,4/10/2024 11:27,,,,,anonymous,EN,1,,a,,,,,,,,,,,,,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|p.n1|u.n1|i.n1|v.n1,,,
4/3/2024 11:21,4/3/2024 11:27,0,74,376,0,4/10/2024 11:28,,,,,anonymous,EN,1,,57d0db6cf7bcd90001cd47bc,,,,,,,,,,,,,3,3,3,3,3,,,,,,,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|a.g1|u.g1,
10/3/2024 19:25,10/3/2024 19:27,0,100,112,1,10/3/2024 19:27,,,,,anonymous,EN,1,,a,,,,,,aaewrgargaAEQWFWEFw,,,,,,,7,7,7,7,7,7,7,5,7,7,7,FL_53,,,Q151|Q152|a.g1|v.g1|u.g1|p.g1|i.g1,Q175|Q177|a.g2|p.g2|att|i.g2|v.g2|u.g2
10/3/2024 15:36,10/3/2024 15:36,0,77,21,0,10/10/2024 15:36,,,,,anonymous,EN,1,,a,,,,,,nkjbkjbkihnblihvlih,,,,,,,7,7,7,7,7,,,,,,,FL_53,,,Q151|Q152|u.g1|a.g1|v.g1|i.g1|p.g1,Q175|Q177|v.g2|p.g2|i.g2|a.g2|att|u.g2
10/3/2024 19:27,10/3/2024 19:28,0,77,45,0,10/10/2024 19:28,,,,,anonymous,EN,1,,a,7,7,7,7,7,ASSAFDasfadsgads,,,,,,,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|a.n1|v.n1|i.n1|p.n1,Q142|Q144|a.n2|att|p.n2|u.n2|v.n2|i.n2,,
