StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,id,v.n1,p.n1,i.n1,u.n1,a.n1,q,v.n2,p.n2,i.n2,u.n2,a.n2,att,v.g1,p.g1,i.g1,u.g1,a.g1,v.g2,p.g2,i.g2,u.g2,a.g2,att.1,FL_14_DO,casefirstrate_DO,casefirstrerate_DO,messagefirstrate_DO,messagefirstrerate_DO
4/3/2024 11:25,4/3/2024 11:35,0,100,643,1,4/3/2024 11:35,,,,,anonymous,EN,1,188,,,,,,the information that i read good,,,,,,,7,4,6,7,1,7,7,7,7,7,4,FL_53,,,Q151|Q152|a.g1|v.g1|p.g1|u.g1|i.g1,Q175|Q177|i.g2|att|p.g2|a.g2|v.g2|u.g2
4/3/2024 11:25,4/3/2024 11:35,0,100,611,1,4/3/2024 11:35,,,,,anonymous,EN,1,189,7,7,7,7,7,I learnt that changing the labelling of a package does help save the products from damage and thus saving the company unecessary costs and helps deliver quality products to cutomers. People only tend to treat packages with care only if they see from the label that this package should handled with care or can break.,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|v.n1|p.n1|u.n1,Q142|Q144|u.n2|i.n2|v.n2|att|p.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:35,0,100,689,1,4/3/2024 11:35,,,,,anonymous,EN,1,190,,,,,,I think the lesson here is not to believe or get taken in by what you see. So be careful.,,,,,,,4,4,4,3,3,4,3,4,3,4,4,FL_53,,,Q151|Q152|a.g1|u.g1|i.g1|v.g1|p.g1,Q175|Q177|u.g2|i.g2|v.g2|a.g2|att|p.g2
4/3/2024 11:25,4/3/2024 11:36,0,100,629,1,4/3/2024 11:36,,,,,anonymous,EN,1,191,,,,,,"My understanding of this information given is that when you pack products in packaging that only seemingly resembles that in which delicate products are packed, it still protects the products and reduces the chance of damage.",,,,,,,2,1,3,2,2,2,1,3,2,2,4,FL_53,,,Q151|Q152|i.g1|v.g1|a.g1|p.g1|u.g1,Q175|Q177|i.g2|v.g2|att|a.g2|u.g2|p.g2
4/3/2024 11:25,4/3/2024 11:36,0,100,634,1,4/3/2024 11:36,,,,,anonymous,EN,1,192,4,2,5,3,2,"I learned from the information provided that the shipping company, including depot workers, delivery drivers, etc, are supposedly less likely to be rough with, and thus damage packages, that contain (have been identified in some way, e.g., this case of flatscreen TV picture) valuables or fragile items. I suppose this is because the deliverers or delivery company don't want to lose the business of the bike manufacturer (since the customer can really only hold the business responsible for the item arriving in one-piece, as it is their job to ensure secure and proficient packing materials and delivery). The delivery company will lose business if they are breaking items clearly labelled fragile during delivery at an exorbitant rate. While not really applying to me, who sends something via courier or post infrequently, the insight I gained is the clearing labelling something as fragile, or subtly (like the use of a TV graphic on the side), may result in the package being handled more carefully and thus being less likely to encounter damage in transit to the recipient. ",3,2,4,3,2,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|u.n1|p.n1,Q142|Q144|att|u.n2|i.n2|p.n2|v.n2|a.n2,,
4/3/2024 11:27,4/3/2024 11:36,0,100,542,1,4/3/2024 11:36,,,,,anonymous,EN,1,193,6,3,5,5,4,"The insight that I learned is that, sometimes, you have to use people's perceptions to your advantage. By making the distributors think they were carrying something extremely delicate, they were more careful.  ",4,3,5,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|u.n1|v.n1|p.n1|a.n1,Q142|Q144|i.n2|u.n2|v.n2|p.n2|a.n2|att,,
4/3/2024 11:25,4/3/2024 11:36,0,100,658,1,4/3/2024 11:36,,,,,anonymous,EN,1,194,,,,,,Companies that package their products in way that resemble fragile packaging can reduce damage to their products during the shipping process.,,,,,,,5,5,5,5,5,5,5,5,5,5,4,FL_53,,,Q151|Q152|i.g1|u.g1|a.g1|v.g1|p.g1,Q175|Q177|att|p.g2|v.g2|i.g2|u.g2|a.g2
4/3/2024 11:20,4/3/2024 11:37,0,100,1009,1,4/3/2024 11:37,,,,,anonymous,EN,1,195,6,7,6,6,7,"this story shed some light on the importance of perception and how it influences people's behaviour. The delivery man had the perception that bicycles were strong and tough and not delicate due to the types of bicycles they had or used in their life time, so they had now issues handling the bikes aggressively or without care. Now seeing a box that they think contains a flat screen tv, reminds them of how delicate flat screen tv's are from their own personal experiences with TV's and how much pain and hassle it is to damage a tv. As a result the automatically handle that box of tv with more care.",6,7,7,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|u.n1|v.n1|i.n1,Q142|Q144|v.n2|u.n2|i.n2|p.n2|att|a.n2,,
4/3/2024 11:35,4/3/2024 11:38,0,100,173,1,4/3/2024 11:38,,,,,anonymous,EN,1,196,,,,,,The lesson was about businesses and how they normally package their products,,,,,,,6,6,6,5,6,6,6,5,6,6,6,FL_53,,,Q151|Q152|p.g1|i.g1|u.g1|v.g1|a.g1,Q175|Q177|u.g2|v.g2|att|i.g2|p.g2|a.g2
4/3/2024 11:25,4/3/2024 11:38,0,100,759,1,4/3/2024 11:38,,,,,anonymous,EN,1,197,4,4,5,5,3,its interesting that the delivery workers dont take enough care of the parcels. This lesson changed my perspective  on them,3,4,4,4,3,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|p.n1|i.n1|a.n1|v.n1,Q142|Q144|u.n2|a.n2|att|p.n2|v.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:38,0,100,758,1,4/3/2024 11:38,,,,,anonymous,EN,1,198,6,7,5,5,6,I have learned that in life you must utilize every possible option to protect your inner being and your assets. People pay attention to things they deem valuable in their eyes.,5,7,6,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|a.n1|v.n1|p.n1|i.n1,Q142|Q144|v.n2|a.n2|p.n2|u.n2|att|i.n2,,
4/3/2024 11:37,4/3/2024 11:50,0,100,748,1,4/3/2024 11:50,,,,,anonymous,EN,1,199,6,5,5,6,6,I've learnt it is worthy to be clever and smart; it was just a good solution for the problem that company had with their bicycles,5,4,5,3,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|a.n1|i.n1|u.n1,Q142|Q144|v.n2|i.n2|att|a.n2|u.n2|p.n2,,
4/3/2024 11:27,4/3/2024 11:27,0,6,6,0,4/10/2024 11:27,,,,,anonymous,EN,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
